line_no,word,pos_list,sense_idx,sense_pos_chip,sense_text,source_pos,source_def_idx,source_cefr,source_cefr_origin,source_oxford_badge,declared_cefr,status,reason,match_kind
602,spare,verb,2,,to save sb/yourself from having to go through an unpleasant experience,verb,2,C1,per-def,B2,C1,match,,exact-norm
602,spare,verb,3,,"[formal] to allow sb/sth to escape harm, damage or death, especially when others do not escape it",verb,3,C1,per-def,B2,C1,match,,exact-norm
603,stance,noun,1,,the opinions that sb has about sth and expresses publicly,noun,1,B2,per-def,B2,B2,match,,exact-norm
603,stance,noun,2,,"the way in which sb stands, especially when playing a sport",noun,2,B2,oxford-badge,B2,B2,match,,exact-norm
604,stroke,noun,1,,"an act of hitting a ball, for example with a bat or racket",noun,1,B2,per-def,B2,B2,match,,exact-norm
604,stroke,noun,2,,a single movement of the arm when hitting sb/sth,noun,2,B2,oxford-badge,B2,B2,match,,exact-norm
604,stroke,noun,3,,a single successful action or event,noun,3,B2,per-def,B2,B2,match,,exact-norm
605,suburb,noun,1,,[informal] an area where people live that is outside the centre of a city,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
606,suspend,verb,1,,[formal] to hang sth from sth else,verb,1,B2,per-def,B2,B2,match,,exact-norm
606,suspend,verb,2,,[specialist] to float in liquid or air without moving,verb,5,B2,oxford-badge,B2,B2,match,,exact-norm
607,tap,noun|verb,1,,a device for controlling the flow of water from a pipe into a bath or sink,noun,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
607,tap,noun|verb,2,,a device for controlling the flow of liquid or gas from a pipe or container,noun,2,B2,oxford-badge,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
607,tap,noun|verb,3,,a light hit with your hand or fingers,noun,3,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
608,tendency,noun,1,,"if sb/sth has a particular tendency, they are likely to behave or act in a particular way",noun,1,B2,per-def,B2,B2,match,,exact-norm
608,tendency,noun,2,,a new custom that is starting to develop,noun,2,B2,per-def,B2,B2,match,,exact-norm
608,tendency,noun,3,,"a group within a larger political group, whose views are more extreme than those of the rest of the group",noun,3,B2,oxford-badge,B2,B2,match,,exact-norm
609,thorough,adjective,1,,done completely; with great attention to detail,adjective,1,B2,per-def,B2,B2,match,,exact-norm
609,thorough,adjective,2,,doing things very carefully and with great attention to detail,adjective,2,B2,per-def,B2,B2,match,,exact-norm
609,thorough,adjective,3,,[informal] used to emphasize how bad or annoying sb/sth is,adjective,3,B2,oxford-badge,B2,B2,match,,exact-norm
610,undergo,verb,1,,"to experience sth, especially a change or sth unpleasant",verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
611,unfold,verb,1,,to spread open or flat sth that has previously been folded; to become open and flat,verb,1,B2,per-def,B2,B2,match,,exact-norm
612,unite,verb,1,,to join together with other people in order to do sth as a group,verb,1,B2,per-def,B2,B2,match,,exact-norm
612,unite,verb,2,,to make people or things join together to form a unit; to join together,verb,2,B2,per-def,B2,B2,match,,exact-norm
613,abolish,verb,1,,"to officially end a law, a system or an institution",verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
614,acre,noun,1,,a unit for measuring an area of land; 4 840 square yards or about 4 050 square metres,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
615,acute,adjective,1,,very serious or severe,adjective,1,C1,per-def,C1,C1,match,,exact-norm
615,acute,adjective,2,,an acute illness is one that has quickly become severe and dangerous,adjective,2,C1,per-def,C1,C1,match,,exact-norm
615,acute,adjective,3,,describing or designed for patients suffering from an acute illness,adjective,3,C1,oxford-badge,C1,C1,match,,exact-norm
616,adhere,verb,1,,[formal] to stick to sth,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
617,adjacent,adjective,1,,next to sth,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
618,adverse,adjective,1,,negative and unpleasant; not likely to produce a good result,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
619,aftermath,noun,1,,"the situation that exists as a result of an important (and usually unpleasant) event, especially a war, an accident, etc.",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
620,aide,noun,1,,"a person who helps another person, especially a politician, in their job",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
621,albeit,conjunction,1,,[formal] although,conjunction,1,C1,oxford-badge,C1,C1,match,,exact-norm
622,allege,verb,1,,[formal] to state sth as a fact but without giving proof,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
623,alliance,noun,1,,"an agreement between countries, political parties, etc. to work together in order to achieve sth that they all want",noun,1,C1,per-def,C1,C1,match,,exact-norm
623,alliance,noun,2,,"a group of people, political parties, etc. who work together in order to achieve sth that they all want",noun,2,C1,per-def,C1,C1,match,,exact-norm
624,allocate,verb,1,,to give sth officially to sb/sth for a particular purpose,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
625,amend,verb,1,,"to change a law, document, statement, etc. slightly in order to correct a mistake or to improve it",verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
626,amid,preposition,1,,"[formal] in the middle of or during sth, especially sth that causes excitement or fear",preposition,1,C1,per-def,C1,C1,match,,exact-norm
626,amid,preposition,2,,[formal] surrounded by sth,preposition,2,C1,per-def,C1,C1,match,,exact-norm
627,analogy,noun,1,,a comparison of one thing with another thing that has similar features; a feature that is similar,noun,1,C1,per-def,C1,C1,match,,exact-norm
627,analogy,noun,2,,the process of comparing one thing with another thing that has similar features in order to explain it,noun,2,C1,per-def,C1,C1,match,,exact-norm
628,apparatus,noun,1,,the tools or other pieces of equipment that are needed for a particular activity or task,noun,1,C1,per-def,C1,C1,match,,exact-norm
628,apparatus,noun,2,,"the structure of a system or an organization, particularly that of a political party or a government",noun,2,C1,per-def,C1,C1,match,,exact-norm
628,apparatus,noun,3,,[specialist] a system of organs in the body,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
629,applaud,verb,1,,to show your approval of sb/sth by clapping your hands (= hitting your open hands together several times),verb,1,C1,per-def,C1,C1,match,,exact-norm
629,applaud,verb,2,,[formal] to express praise for sb/sth because you approve of them or it,verb,2,C1,per-def,C1,C1,match,,exact-norm
630,applicable,adjective,1,,that can be said to be true in the case of sb/sth,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
631,appoint,verb,1,,to choose sb for a job or position of responsibility,verb,1,C1,per-def,C1,C1,match,,exact-norm
631,appoint,verb,2,,[formal] to arrange or decide on a time or place for doing sth,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
632,appreciation,noun,1,,pleasure that you have when you recognize and enjoy the good qualities of sb/sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
632,appreciation,noun,2,,"a full understanding of sth, such as a situation or a problem, and of what it involves",noun,2,C1,per-def,C1,C1,match,,exact-norm
632,appreciation,noun,3,,the feeling of being grateful for sth,noun,3,C1,per-def,C1,C1,match,,exact-norm
633,arbitrary,adjective,1,,"not seeming to be based on a reason, system or plan and sometimes seeming unfair",adjective,1,C1,per-def,C1,C1,match,,exact-norm
633,arbitrary,adjective,2,,[formal] using power without limits and without considering other people,adjective,2,C1,oxford-badge,C1,C1,match,,exact-norm
634,architectural,adjective,1,,relating to architecture and buildings,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
635,archive,noun,1,,"a collection of historical documents or records of a government, a family, a place or an organization; the place where these records are stored",noun,1,C1,per-def,C1,C1,match,,exact-norm
636,arena,noun,1,,a place with a flat open area in the middle and seats around it where people can watch sports and entertainment,noun,1,C1,per-def,C1,C1,match,,exact-norm
636,arena,noun,2,,"[formal] an area of activity that interests the public, especially one where there is a lot of opposition between different groups or countries",noun,2,C1,per-def,C1,C1,match,,exact-norm
637,arm,verb,1,,to provide weapons for yourself/sb in order to fight a battle or a war,verb,1,C1,per-def,A1,C1,match,,exact-norm
637,arm,verb,2,,"to make a bomb, etc. ready to explode",verb,2,A1,oxford-badge,A1,C1,mismatch,"cefr-mismatch (deck=C1, source=A1 [oxford-badge])",exact-norm
638,array,noun,1,,"a group or collection of things or people, often one that is large or impressive",noun,1,C1,per-def,C1,C1,match,,exact-norm
639,articulate,verb,1,,[formal] to express or explain your thoughts or feelings clearly in words,verb,1,C1,per-def,C1,C1,match,,exact-norm
639,articulate,verb,2,,"to speak, pronounce or play sth in a clear way",verb,2,C1,per-def,C1,C1,match,,exact-norm
639,articulate,verb,3,,[formal] to be related to sth so that together the two parts form a whole,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
640,ash,noun,1,,"the grey or black powder that is left after sth, especially tobacco, wood or coal, has burnt",noun,1,C1,per-def,C1,C1,match,,exact-norm
640,ash,noun,2,,what is left after sth has been destroyed by burning,noun,2,C1,per-def,C1,C1,match,,exact-norm
640,ash,noun,3,,the hard pale wood of the ash tree,noun,5,C1,oxford-badge,C1,C1,match,,exact-norm
641,aspiration,noun,1,,a strong desire to have or do sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
641,aspiration,noun,2,,"the action of pronouncing a word with a breath that can be heard, as in the /h/ sound in house in English",noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
642,aspire,verb,1,,to have a strong desire to achieve or to become sth,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
643,assassination,noun,1,,"the murder of an important or famous person, especially for political reasons",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
644,assault,noun|verb,1,,the crime of attacking sb physically,noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
644,assault,noun|verb,2,,"the act of attacking a building, an area, etc. in order to take control of it",noun,2,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
644,assault,noun|verb,3,,the act of trying to achieve sth that is difficult or dangerous,noun,3,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
645,assert,verb,1,,to state clearly and definitely that sth is true,verb,1,C1,per-def,C1,C1,match,,exact-norm
645,assert,verb,2,,to behave in a confident and determined way so that other people pay attention to your opinions,verb,2,C1,per-def,C1,C1,match,,exact-norm
645,assert,verb,3,,"to make other people recognize your right or authority to do sth, by behaving in a determined and confident way",verb,3,C1,per-def,C1,C1,match,,exact-norm
646,assertion,noun,1,,a statement saying that you strongly believe sth to be true,noun,1,C1,per-def,C1,C1,match,,exact-norm
646,assertion,noun,2,,"the act of stating, using or claiming sth strongly",noun,2,C1,per-def,C1,C1,match,,exact-norm
647,assurance,noun,1,,"a statement that sth will certainly be true or will certainly happen, particularly when there has been doubt about it",noun,1,C1,per-def,C1,C1,match,,exact-norm
647,assurance,noun,2,,belief in your own abilities or strengths,noun,2,C1,per-def,C1,C1,match,,exact-norm
647,assurance,noun,3,,a type of insurance in which money is paid out when sb dies or after an agreed period of time,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
648,asylum,noun,1,,"[formal] protection that a government gives to people who have left their own country, usually because they were in danger for political reasons",noun,1,C1,per-def,C1,C1,match,,exact-norm
648,asylum,noun,2,,"a hospital where people who were mentally ill could be cared for, often for a long time",noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
649,atrocity,noun,1,,"a cruel and violent act, especially in a war",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
650,attain,verb,1,,"[formal] to succeed in getting sth, usually after a lot of effort",verb,1,C1,per-def,C1,C1,match,,exact-norm
650,attain,verb,2,,"[formal] to reach a particular age, level or condition",verb,2,C1,per-def,C1,C1,match,,exact-norm
651,attendance,noun,1,,"the act of being present at a place, for example at school",noun,1,C1,per-def,C1,C1,match,,exact-norm
651,attendance,noun,2,,the number of people present at an organized event,noun,2,C1,per-def,C1,C1,match,,exact-norm
651,attendance,noun,3,,[formal] to be present at a special event,,,,,C1,C1,mismatch,sense-text-not-in-source,none
652,attorney,noun,1,,"a lawyer, especially one who can act for sb in court",noun,1,C1,per-def,C1,C1,match,,exact-norm
652,attorney,noun,2,,a person who is given the power to act for another person in business or legal matters,noun,2,C1,per-def,C1,C1,match,,exact-norm
652,attorney,noun,3,,a solicitor (= a lawyer who prepares legal documents and advises on legal matters),noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
653,audit,noun,1,,an official examination of business and financial records to see that they are true and correct,noun,1,C1,per-def,C1,C1,match,,exact-norm
653,audit,noun,2,,an official examination of the quality or standard of sth,noun,2,C1,per-def,C1,C1,match,,exact-norm
654,authorize,verb,1,,"to give official permission for sth, or for sb to do sth",verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
655,autonomy,noun,1,,"[formal] the freedom for a country, a region or an organization to govern itself independently",noun,1,C1,per-def,C1,C1,match,,exact-norm
655,autonomy,noun,2,,[formal] the ability to act and make decisions without being controlled by anyone else,noun,2,C1,per-def,C1,C1,match,,exact-norm
656,availability,noun,1,,"the fact that sth is possible to get, buy or find",noun,1,C1,per-def,C1,C1,match,,exact-norm
656,availability,noun,2,,the fact that sb is free to see or talk to people,noun,2,C1,per-def,C1,C1,match,,exact-norm
657,backdrop,noun,1,,everything that can be seen around an event or scene,noun,1,C1,per-def,C1,C1,match,,exact-norm
657,backdrop,noun,2,,"the general conditions in which an event takes place, which sometimes help to explain that event",noun,2,C1,per-def,C1,C1,match,,exact-norm
657,backdrop,noun,3,,a painted piece of cloth that is hung behind the stage in a theatre as part of the scenery,noun,3,C1,per-def,C1,C1,match,,exact-norm
658,backing,noun,1,,help and support from sb to do sth; financial support for sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
658,backing,noun,2,,material attached to the back of sth in order to protect it or make it stronger,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
659,bail,noun,1,,"money that sb agrees to pay if a person accused of a crime does not appear at their trial. When bail has been arranged, the accused person is allowed to go free until the trial.",noun,1,C1,per-def,C1,C1,match,,exact-norm
659,bail,noun,2,,to fail to appear at your trial after you have paid money to be allowed to go free until the trial,,,,,C1,C1,mismatch,sense-text-not-in-source,none
660,ballot,noun,1,,the system of voting in writing and usually in secret; an occasion on which a vote is held,noun,1,C1,per-def,C1,C1,match,,exact-norm
660,ballot,noun,2,,the piece of paper on which sb marks who they are voting for,noun,2,C1,per-def,C1,C1,match,,exact-norm
660,ballot,noun,3,,the total number of votes in an election,noun,3,C1,per-def,C1,C1,match,,exact-norm
661,banner,noun,1,,a long piece of cloth with a message on it that is carried between two poles or hung in a public place to show support for sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
661,banner,noun,2,,claiming to support a particular set of ideas,,,,,C1,C1,mismatch,sense-text-not-in-source,none
661,banner,noun,3,,as part of a particular group or organization,,,,,C1,C1,mismatch,sense-text-not-in-source,none
662,bare,adjective,1,,not covered by any clothes,adjective,1,C1,per-def,C1,C1,match,,exact-norm
662,bare,adjective,2,,not covered with leaves; without plants or trees,adjective,2,C1,per-def,C1,C1,match,,exact-norm
662,bare,adjective,3,,not covered with or protected by anything,adjective,3,C1,per-def,C1,C1,match,,exact-norm
663,barrel,noun,1,,"a large round container, usually made of wood or metal, with flat ends and, usually, curved sides",noun,1,C1,per-def,C1,C1,match,,exact-norm
663,barrel,noun,2,,the contents of or the amount contained in a barrel; a unit of measurement in the oil industry equal to between 120 and 159 litres,noun,2,C1,per-def,C1,C1,match,,exact-norm
663,barrel,noun,3,,the part of a gun like a tube through which the bullets are fired,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
664,battlefield,noun,1,,a place where a battle is being fought or has been fought,noun,1,C1,per-def,C1,C1,match,,exact-norm
664,battlefield,noun,2,,a situation in which people are opposed to each other; a subject that people feel strongly about and argue about,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
665,beam,noun,1,,"a line of light, electromagnetic waves or particles",noun,1,C1,per-def,C1,C1,match,,exact-norm
665,beam,noun,2,,"a long piece of wood, metal, etc. used to support weight, especially as part of the roof in a building",noun,2,C1,per-def,C1,C1,match,,exact-norm
665,beam,noun,3,,a wooden bar that is used in the sport of gymnastics for people to move and balance on,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
666,behalf,noun,1,,in order to help sb,,,,,C1,C1,mismatch,sense-text-not-in-source,none
666,behalf,noun,2,,as the representative of sb or instead of them,,,,,C1,C1,mismatch,sense-text-not-in-source,none
666,behalf,noun,3,,in order to help sb,,,,,C1,C1,mismatch,sense-text-not-in-source,none
667,benchmark,noun,1,,sth that can be measured and used as a standard that other things can be compared with,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
668,beneath,preposition,1,,[formal] in or to a lower position than sb/sth; under sb/sth,preposition,1,C1,per-def,C1,C1,match,,exact-norm
668,beneath,preposition,2,,[formal] not good enough for sb,preposition,2,C1,per-def,C1,C1,match,,exact-norm
669,beneficiary,noun,1,,a person who gains as a result of sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
669,beneficiary,noun,2,,a person who receives money or property when sb dies,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
670,betray,verb,1,,to give information about sb/sth to an enemy,verb,1,C1,per-def,C1,C1,match,,exact-norm
670,betray,verb,2,,"to hurt sb who trusts you, especially by lying to or about them or telling their secrets to other people",verb,2,C1,per-def,C1,C1,match,,exact-norm
670,betray,verb,3,,to ignore your principles or beliefs in order to achieve sth or gain an advantage for yourself,verb,3,C1,per-def,C1,C1,match,,exact-norm
671,bind,verb,1,,"[formal] to tie sb/sth with rope, string, etc. so that they/it cannot move or are held together strongly",verb,1,C1,per-def,C1,C1,match,,exact-norm
671,bind,verb,2,,[formal] to tie a long thin piece of cloth around sth,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
671,bind,verb,3,,"to make people, organizations, etc. feel united so that they live or work together more happily or effectively",verb,3,C1,per-def,C1,C1,match,,exact-norm
672,biography,noun,1,,the story of a person’s life written by sb else; this type of writing,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
673,blast,noun|verb,1,,an explosion or a powerful movement of air caused by an explosion,noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
673,blast,noun|verb,2,,a sudden strong movement of air,noun,2,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
673,blast,noun|verb,3,,"a sudden loud noise, especially one made by a musical instrument that you blow, or by a whistle or a car horn",noun,3,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
674,blend,noun|verb,1,,a mixture of different types of the same thing,noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
674,blend,noun|verb,2,,a pleasant or useful combination of different things,noun,2,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
675,boast,verb,1,,to talk in a way that shows you are too proud of sth that you have or can do,verb,1,C1,per-def,C1,C1,match,,exact-norm
675,boast,verb,2,,to have sth that is impressive,verb,2,C1,per-def,C1,C1,match,,exact-norm
676,boundary,noun,1,,a real or imagined line that marks the limits or edges of sth and separates it from other things or places; a dividing line,noun,1,C1,per-def,C1,C1,match,,exact-norm
676,boundary,noun,2,,to attempt to go beyond what is allowed or thought to be possible,,,,,C1,C1,mismatch,sense-text-not-in-source,none
677,breakdown,noun,1,,an occasion when a vehicle or machine stops working,noun,1,C1,per-def,C1,C1,match,,exact-norm
677,breakdown,noun,2,,"a failure of a relationship, discussion or system",noun,2,C1,per-def,C1,C1,match,,exact-norm
677,breakdown,noun,3,,detailed information that you get by studying a set of figures,noun,3,C1,per-def,C1,C1,match,,exact-norm
678,breakthrough,noun,1,,an important development that may lead to an agreement or achievement,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
679,breed,noun|verb,1,,"a particular type of animal that has been developed by people in a certain way, especially a type of dog, cat or farm animal",noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
679,breed,noun|verb,2,,a type of person,noun,2,C1,oxford-badge,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
680,broadband,noun,1,,"a way of connecting to the internet that allows you to receive information, including pictures, etc., very quickly and that is always active (so that the user does not have to connect each time)",noun,1,C1,per-def,C1,C1,match,,exact-norm
680,broadband,noun,2,,[specialist] signals that use a wide range of frequencies,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
681,bulk,noun,1,,the main part of sth; most of sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
681,bulk,noun,2,,the (large) size or quantity of sth,noun,2,C1,per-def,C1,C1,match,,exact-norm
681,bulk,noun,3,,the weight or shape of sb/sth large,noun,3,C1,per-def,C1,C1,match,,exact-norm
682,burden,noun,1,,"a duty, responsibility, etc. that causes worry, difficulty or hard work",noun,1,C1,per-def,C1,C1,match,,exact-norm
682,burden,noun,2,,[formal] a heavy load that is difficult to carry,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
683,bureaucracy,noun,1,,"the system of official rules and ways of doing things that a government or an organization has, especially when these seem to be too complicated",noun,1,C1,per-def,C1,C1,match,,exact-norm
683,bureaucracy,noun,2,,a system of government in which there are a large number of state officials who are not elected; a country with such a system,noun,2,C1,per-def,C1,C1,match,,exact-norm
684,cabinet,noun,1,,a group of senior members of a government that is responsible for advising and deciding on government policy,noun,1,C1,per-def,C1,C1,match,,exact-norm
684,cabinet,noun,2,,"a piece of furniture with doors, drawers and/or shelves, that is used for storing or showing things",noun,2,C1,per-def,C1,C1,match,,exact-norm
685,capability,noun,1,,the ability or qualities necessary to do sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
685,capability,noun,2,,the power or weapons that a country has for war or for military action,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
686,casualty,noun,1,,a person who is killed or injured in war or in an accident,noun,1,C1,per-def,C1,C1,match,,exact-norm
686,casualty,noun,2,,a person who suffers or a thing that is destroyed when sth else takes place,noun,2,C1,per-def,C1,C1,match,,exact-norm
686,casualty,noun,3,,the part of a hospital where people who need immediate treatment are taken,noun,3,C1,per-def,C1,C1,match,,exact-norm
687,catalogue,noun,1,,"a complete list of items, for example of things that people can look at or buy",noun,1,C1,per-def,C1,C1,match,,exact-norm
687,catalogue,noun,2,,a long series of things that happen (usually bad things),noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
688,cease,verb,1,,[formal] to stop happening or existing; to stop sth from happening or existing,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
688,cease,verb,2,,"[formal, informal] a phrase used to express surprise and pleasure at sth",,,,,C1,C1,mismatch,sense-text-not-in-source,none
689,chaos,noun,1,,a complete lack of order,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
690,civic,adjective,1,,officially connected with a town or city,adjective,1,C1,per-def,C1,C1,match,,exact-norm
690,civic,adjective,2,,connected with the people who live in a town or city,adjective,2,C1,per-def,C1,C1,match,,exact-norm
691,clarity,noun,1,,the quality of being expressed clearly,noun,1,C1,per-def,C1,C1,match,,exact-norm
691,clarity,noun,2,,the ability to think about or understand sth clearly,noun,2,C1,per-def,C1,C1,match,,exact-norm
691,clarity,noun,3,,"if a picture, substance or sound has clarity, you can see or hear it very clearly, or see through it easily",noun,3,C1,per-def,C1,C1,match,,exact-norm
692,clash,noun,1,,a short fight between two groups of people,noun,1,C1,per-def,C1,C1,match,,exact-norm
692,clash,noun,2,,an argument between two people or groups of people who have different beliefs and ideas,noun,2,C1,per-def,C1,C1,match,,exact-norm
692,clash,noun,3,,the difference that exists between two things that are opposed to each other,noun,3,C1,per-def,C1,C1,match,,exact-norm
693,coalition,noun,1,,a government formed by two or more political parties working together,noun,1,C1,per-def,C1,C1,match,,exact-norm
693,coalition,noun,2,,"a group formed by people from several different groups, especially political ones, agreeing to work together for a particular purpose",noun,2,C1,per-def,C1,C1,match,,exact-norm
694,coincide,verb,1,,to take place at the same time,verb,1,C1,per-def,C1,C1,match,,exact-norm
694,coincide,verb,2,,[formal] to be the same or very similar,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
694,coincide,verb,3,,[formal] to meet; to share the same space,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
695,collaborate,verb,1,,to work together with sb in order to produce or achieve sth,verb,1,C1,per-def,C1,C1,match,,exact-norm
695,collaborate,verb,2,,[disapproving] to help the enemy who has taken control of your country during a war,verb,2,C1,per-def,C1,C1,match,,exact-norm
696,commence,verb,1,,[formal] to begin to happen; to begin sth,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
697,commodity,noun,1,,[economics] a product or a raw material that can be bought and sold,noun,1,C1,per-def,C1,C1,match,,exact-norm
697,commodity,noun,2,,[formal] a thing that is useful or has a useful quality,noun,2,C1,per-def,C1,C1,match,,exact-norm
698,comparable,adjective,1,,similar to sb/sth else and able to be compared,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
699,compel,verb,1,,[formal] to force sb to do sth; to make sth necessary,verb,1,C1,per-def,C1,C1,match,,exact-norm
699,compel,verb,2,,[formal] to cause a particular reaction,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
700,competence,noun,1,,the ability to do sth well,noun,1,C1,per-def,C1,C1,match,,exact-norm
700,competence,noun,2,,"[law] the power that a court, an organization or a person has to deal with sth",noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
700,competence,noun,3,,[specialist] a skill that you need in a particular job or for a particular task,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
701,compile,verb,1,,"to produce a book, list, report, etc. by bringing together different items, articles, songs, etc.; to collect information in order to produce a book, list, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
701,compile,verb,2,,[computing] to translate instructions from one computer language into another so that a particular computer can understand them,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
702,compliance,noun,1,,the practice of obeying rules or requests made by people in authority,noun,1,C1,per-def,C1,C1,match,,exact-norm
702,compliance,noun,2,,[disapproving] the quality of being too willing to agree with sb or do what they want,noun,2,C1,per-def,C1,C1,match,,exact-norm
703,comply,verb,1,,"to obey a rule, an order, etc.; to meet particular standards",verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
704,composition,noun,1,,the different parts that sth is made of; the way in which the different parts are organized,noun,1,C1,per-def,C1,C1,match,,exact-norm
704,composition,noun,2,,a short text that is written as a school exercise; a short essay,noun,2,C1,per-def,C1,C1,match,,exact-norm
704,composition,noun,3,,"the act of composing sth, especially a piece of music; the art of writing music",noun,4,C1,oxford-badge,C1,C1,match,,exact-norm
705,compromise,noun|verb,1,,an agreement made between two people or groups in which each side gives up some of the things they want so that both sides are happy at the end,noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
705,compromise,noun|verb,2,,"a solution to a problem in which two or more things cannot exist together as they are, in which each thing is reduced or changed slightly so that they can exist together",noun,2,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
705,compromise,noun|verb,3,,the act of reaching a compromise,noun,3,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
706,concede,verb,1,,"to admit that sth is true, logical, etc. after first denying it or resisting it",verb,1,C1,per-def,C1,C1,match,,exact-norm
706,concede,verb,2,,"to admit that you have lost a game, an election, etc.",verb,2,C1,per-def,C1,C1,match,,exact-norm
706,concede,verb,3,,"to give sth away, especially unwillingly; to allow sb to have sth",verb,3,C1,per-def,C1,C1,match,,exact-norm
707,confine,verb,1,,"to keep sb/sth inside the limits of a particular activity, subject, area, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
707,confine,verb,2,,to keep a person or an animal in a small or closed space,verb,2,C1,per-def,C1,C1,match,,exact-norm
707,confine,verb,3,,"to have to stay in bed, in a wheelchair, etc.",verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
708,consent,noun|verb,1,,"permission to do sth, especially given by sb in authority",noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
708,consent,noun|verb,2,,agreement about sth,noun,2,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
